[23:18:38.139] [LastEpoch_Hud] List of skins, count = 3267
[23:18:38.142] [LastEpoch_Hud] Index = 0, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = All
[23:18:38.155] [LastEpoch_Hud] Index = 232, Base Name = Noble Gloves, Type = GLOVES, Classe Req = All
[23:18:38.155] [LastEpoch_Hud] Index = 233, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Acolyte
[23:18:38.155] [LastEpoch_Hud] Index = 234, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Mage
[23:18:38.155] [LastEpoch_Hud] Index = 235, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Primalist
[23:18:38.155] [LastEpoch_Hud] Index = 236, Base Name = Noble Gloves, Type = GLOVES, Classe Req = Rogue
[23:18:38.155] [LastEpoch_Hud] Index = 237, Base Name = Plated Gauntlets, Type = GLOVES, Classe Req = All
[23:18:38.155] [LastEpoch_Hud] Index = 238, Base Name = Plated Gauntlets, Type = GLOVES, Classe Req = Acolyte
[23:18:38.156] [LastEpoch_Hud] Index = 239, Base Name = Plated Gauntlets, Type = GLOVES, Classe Req = Mage
[23:18:38.156] [LastEpoch_Hud] Index = 240, Base Name = Plated Gauntlets, Type = GLOVES, Classe Req = Primalist
[23:18:38.156] [LastEpoch_Hud] Index = 241, Base Name = Plated Gauntlets, Type = GLOVES, Classe Req = Rogue
[23:18:38.156] [LastEpoch_Hud] Index = 242, Base Name = Solarum Bracers, Type = GLOVES, Classe Req = All
[23:18:38.156] [LastEpoch_Hud] Index = 243, Base Name = Solarum Bracers, Type = GLOVES, Classe Req = Acolyte
[23:18:38.156] [LastEpoch_Hud] Index = 244, Base Name = Solarum Bracers, Type = GLOVES, Classe Req = Mage
[23:18:38.156] [LastEpoch_Hud] Index = 245, Base Name = Solarum Bracers, Type = GLOVES, Classe Req = Primalist
[23:18:38.156] [LastEpoch_Hud] Index = 246, Base Name = Solarum Bracers, Type = GLOVES, Classe Req = Rogue
[23:18:38.156] [LastEpoch_Hud] Index = 247, Base Name = Crusader Gauntlets, Type = GLOVES, Classe Req = All
[23:18:38.156] [LastEpoch_Hud] Index = 248, Base Name = Crusader Gauntlets, Type = GLOVES, Classe Req = Acolyte
[23:18:38.156] [LastEpoch_Hud] Index = 249, Base Name = Crusader Gauntlets, Type = GLOVES, Classe Req = Mage
[23:18:38.156] [LastEpoch_Hud] Index = 250, Base Name = Crusader Gauntlets, Type = GLOVES, Classe Req = Primalist
[23:18:38.156] [LastEpoch_Hud] Index = 251, Base Name = Crusader Gauntlets, Type = GLOVES, Classe Req = Rogue
[23:18:38.156] [LastEpoch_Hud] Index = 252, Base Name = Gluttonous Gloves, Type = GLOVES, Classe Req = All
[23:18:38.156] [LastEpoch_Hud] Index = 253, Base Name = Gluttonous Gloves, Type = GLOVES, Classe Req = Acolyte
[23:18:38.156] [LastEpoch_Hud] Index = 254, Base Name = Gluttonous Gloves, Type = GLOVES, Classe Req = Mage
[23:18:38.156] [LastEpoch_Hud] Index = 255, Base Name = Gluttonous Gloves, Type = GLOVES, Classe Req = Primalist
[23:18:38.156] [LastEpoch_Hud] Index = 256, Base Name = Gluttonous Gloves, Type = GLOVES, Classe Req = Rogue
[23:18:38.156] [LastEpoch_Hud] Index = 257, Base Name = Serrated Bracers, Type = GLOVES, Classe Req = All
[23:18:38.156] [LastEpoch_Hud] Index = 258, Base Name = Serrated Bracers, Type = GLOVES, Classe Req = Acolyte
[23:18:38.156] [LastEpoch_Hud] Index = 259, Base Name = Serrated Bracers, Type = GLOVES, Classe Req = Mage
[23:18:38.157] [LastEpoch_Hud] Index = 260, Base Name = Serrated Bracers, Type = GLOVES, Classe Req = Primalist
[23:18:38.157] [LastEpoch_Hud] Index = 261, Base Name = Serrated Bracers, Type = GLOVES, Classe Req = Rogue
[23:18:38.157] [LastEpoch_Hud] Index = 262, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.157] [LastEpoch_Hud] Index = 263, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.157] [LastEpoch_Hud] Index = 264, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.157] [LastEpoch_Hud] Index = 265, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.157] [LastEpoch_Hud] Index = 266, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.157] [LastEpoch_Hud] Index = 267, Base Name = Hatchet, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.157] [LastEpoch_Hud] Index = 268, Base Name = Pickaxe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.157] [LastEpoch_Hud] Index = 269, Base Name = Pickaxe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.157] [LastEpoch_Hud] Index = 270, Base Name = Pickaxe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.157] [LastEpoch_Hud] Index = 271, Base Name = Pickaxe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.157] [LastEpoch_Hud] Index = 272, Base Name = Pickaxe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.157] [LastEpoch_Hud] Index = 273, Base Name = Pickaxe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.157] [LastEpoch_Hud] Index = 274, Base Name = Rusted Cleaver, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.157] [LastEpoch_Hud] Index = 275, Base Name = Rusted Cleaver, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.157] [LastEpoch_Hud] Index = 276, Base Name = Rusted Cleaver, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.157] [LastEpoch_Hud] Index = 277, Base Name = Rusted Cleaver, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.157] [LastEpoch_Hud] Index = 278, Base Name = Rusted Cleaver, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.157] [LastEpoch_Hud] Index = 279, Base Name = Rusted Cleaver, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.157] [LastEpoch_Hud] Index = 280, Base Name = Battle Axe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.158] [LastEpoch_Hud] Index = 281, Base Name = Battle Axe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.158] [LastEpoch_Hud] Index = 282, Base Name = Battle Axe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.158] [LastEpoch_Hud] Index = 283, Base Name = Battle Axe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.158] [LastEpoch_Hud] Index = 284, Base Name = Battle Axe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.158] [LastEpoch_Hud] Index = 285, Base Name = Battle Axe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.158] [LastEpoch_Hud] Index = 286, Base Name = Sickle, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.158] [LastEpoch_Hud] Index = 287, Base Name = Sickle, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.158] [LastEpoch_Hud] Index = 288, Base Name = Sickle, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.158] [LastEpoch_Hud] Index = 289, Base Name = Sickle, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.158] [LastEpoch_Hud] Index = 290, Base Name = Sickle, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.158] [LastEpoch_Hud] Index = 291, Base Name = Sickle, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.158] [LastEpoch_Hud] Index = 292, Base Name = Wengari Axe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.158] [LastEpoch_Hud] Index = 293, Base Name = Wengari Axe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.158] [LastEpoch_Hud] Index = 294, Base Name = Wengari Axe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.158] [LastEpoch_Hud] Index = 295, Base Name = Wengari Axe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.158] [LastEpoch_Hud] Index = 296, Base Name = Wengari Axe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.158] [LastEpoch_Hud] Index = 297, Base Name = Wengari Axe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.158] [LastEpoch_Hud] Index = 298, Base Name = Crescent Axe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.158] [LastEpoch_Hud] Index = 299, Base Name = Crescent Axe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.158] [LastEpoch_Hud] Index = 300, Base Name = Crescent Axe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.159] [LastEpoch_Hud] Index = 301, Base Name = Crescent Axe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.159] [LastEpoch_Hud] Index = 302, Base Name = Crescent Axe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.159] [LastEpoch_Hud] Index = 303, Base Name = Crescent Axe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.159] [LastEpoch_Hud] Index = 304, Base Name = Chitin Claw, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.159] [LastEpoch_Hud] Index = 305, Base Name = Chitin Claw, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.159] [LastEpoch_Hud] Index = 306, Base Name = Chitin Claw, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.159] [LastEpoch_Hud] Index = 307, Base Name = Chitin Claw, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.159] [LastEpoch_Hud] Index = 308, Base Name = Chitin Claw, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.159] [LastEpoch_Hud] Index = 309, Base Name = Chitin Claw, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.159] [LastEpoch_Hud] Index = 310, Base Name = Eagle Wing, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.159] [LastEpoch_Hud] Index = 311, Base Name = Eagle Wing, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.159] [LastEpoch_Hud] Index = 312, Base Name = Eagle Wing, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.159] [LastEpoch_Hud] Index = 313, Base Name = Eagle Wing, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.159] [LastEpoch_Hud] Index = 314, Base Name = Eagle Wing, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.159] [LastEpoch_Hud] Index = 315, Base Name = Eagle Wing, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.159] [LastEpoch_Hud] Index = 316, Base Name = Soul Harvester, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.159] [LastEpoch_Hud] Index = 317, Base Name = Soul Harvester, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.159] [LastEpoch_Hud] Index = 318, Base Name = Soul Harvester, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.159] [LastEpoch_Hud] Index = 319, Base Name = Soul Harvester, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.159] [LastEpoch_Hud] Index = 320, Base Name = Soul Harvester, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.160] [LastEpoch_Hud] Index = 321, Base Name = Soul Harvester, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.160] [LastEpoch_Hud] Index = 322, Base Name = Shadow Cleaver, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.160] [LastEpoch_Hud] Index = 323, Base Name = Shadow Cleaver, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.160] [LastEpoch_Hud] Index = 324, Base Name = Shadow Cleaver, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.160] [LastEpoch_Hud] Index = 325, Base Name = Shadow Cleaver, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.160] [LastEpoch_Hud] Index = 326, Base Name = Shadow Cleaver, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.160] [LastEpoch_Hud] Index = 327, Base Name = Shadow Cleaver, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.160] [LastEpoch_Hud] Index = 328, Base Name = Dragonbone Axe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.160] [LastEpoch_Hud] Index = 329, Base Name = Dragonbone Axe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.160] [LastEpoch_Hud] Index = 330, Base Name = Dragonbone Axe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.160] [LastEpoch_Hud] Index = 331, Base Name = Dragonbone Axe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.161] [LastEpoch_Hud] Index = 332, Base Name = Dragonbone Axe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.161] [LastEpoch_Hud] Index = 333, Base Name = Dragonbone Axe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.171] [LastEpoch_Hud] Index = 334, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.171] [LastEpoch_Hud] Index = 335, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.171] [LastEpoch_Hud] Index = 336, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.171] [LastEpoch_Hud] Index = 337, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.171] [LastEpoch_Hud] Index = 338, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.171] [LastEpoch_Hud] Index = 339, Base Name = Poignard, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.171] [LastEpoch_Hud] Index = 340, Base Name = Sacrificial Knife, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.171] [LastEpoch_Hud] Index = 341, Base Name = Sacrificial Knife, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.171] [LastEpoch_Hud] Index = 342, Base Name = Sacrificial Knife, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.171] [LastEpoch_Hud] Index = 343, Base Name = Sacrificial Knife, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.171] [LastEpoch_Hud] Index = 344, Base Name = Sacrificial Knife, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.171] [LastEpoch_Hud] Index = 345, Base Name = Sacrificial Knife, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.172] [LastEpoch_Hud] Index = 346, Base Name = Bone Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.172] [LastEpoch_Hud] Index = 347, Base Name = Bone Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.172] [LastEpoch_Hud] Index = 348, Base Name = Bone Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.172] [LastEpoch_Hud] Index = 349, Base Name = Bone Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.172] [LastEpoch_Hud] Index = 350, Base Name = Bone Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.172] [LastEpoch_Hud] Index = 351, Base Name = Bone Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.172] [LastEpoch_Hud] Index = 352, Base Name = Kris, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.172] [LastEpoch_Hud] Index = 353, Base Name = Kris, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.172] [LastEpoch_Hud] Index = 354, Base Name = Kris, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.172] [LastEpoch_Hud] Index = 355, Base Name = Kris, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.172] [LastEpoch_Hud] Index = 356, Base Name = Kris, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.172] [LastEpoch_Hud] Index = 357, Base Name = Kris, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.172] [LastEpoch_Hud] Index = 358, Base Name = Hunting Knife, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.172] [LastEpoch_Hud] Index = 359, Base Name = Hunting Knife, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.172] [LastEpoch_Hud] Index = 360, Base Name = Hunting Knife, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.172] [LastEpoch_Hud] Index = 361, Base Name = Hunting Knife, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.172] [LastEpoch_Hud] Index = 362, Base Name = Hunting Knife, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.172] [LastEpoch_Hud] Index = 363, Base Name = Hunting Knife, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.172] [LastEpoch_Hud] Index = 364, Base Name = Moon Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.172] [LastEpoch_Hud] Index = 365, Base Name = Moon Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.172] [LastEpoch_Hud] Index = 366, Base Name = Moon Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.172] [LastEpoch_Hud] Index = 367, Base Name = Moon Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.173] [LastEpoch_Hud] Index = 368, Base Name = Moon Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.173] [LastEpoch_Hud] Index = 369, Base Name = Moon Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.173] [LastEpoch_Hud] Index = 370, Base Name = Majasan Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.173] [LastEpoch_Hud] Index = 371, Base Name = Majasan Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.173] [LastEpoch_Hud] Index = 372, Base Name = Majasan Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.173] [LastEpoch_Hud] Index = 373, Base Name = Majasan Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.173] [LastEpoch_Hud] Index = 374, Base Name = Majasan Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.173] [LastEpoch_Hud] Index = 375, Base Name = Majasan Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.173] [LastEpoch_Hud] Index = 376, Base Name = Rune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.173] [LastEpoch_Hud] Index = 377, Base Name = Rune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.173] [LastEpoch_Hud] Index = 378, Base Name = Rune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.173] [LastEpoch_Hud] Index = 379, Base Name = Rune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.173] [LastEpoch_Hud] Index = 380, Base Name = Rune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.173] [LastEpoch_Hud] Index = 381, Base Name = Rune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.173] [LastEpoch_Hud] Index = 382, Base Name = Sai, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.173] [LastEpoch_Hud] Index = 383, Base Name = Sai, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.173] [LastEpoch_Hud] Index = 384, Base Name = Sai, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.174] [LastEpoch_Hud] Index = 385, Base Name = Sai, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.174] [LastEpoch_Hud] Index = 386, Base Name = Sai, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.174] [LastEpoch_Hud] Index = 387, Base Name = Sai, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.174] [LastEpoch_Hud] Index = 388, Base Name = Chitin Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.174] [LastEpoch_Hud] Index = 389, Base Name = Chitin Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.174] [LastEpoch_Hud] Index = 390, Base Name = Chitin Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.174] [LastEpoch_Hud] Index = 391, Base Name = Chitin Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.174] [LastEpoch_Hud] Index = 392, Base Name = Chitin Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.174] [LastEpoch_Hud] Index = 393, Base Name = Chitin Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.174] [LastEpoch_Hud] Index = 394, Base Name = Obsidian Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.174] [LastEpoch_Hud] Index = 395, Base Name = Obsidian Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.174] [LastEpoch_Hud] Index = 396, Base Name = Obsidian Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.174] [LastEpoch_Hud] Index = 397, Base Name = Obsidian Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.174] [LastEpoch_Hud] Index = 398, Base Name = Obsidian Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.174] [LastEpoch_Hud] Index = 399, Base Name = Obsidian Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.175] [LastEpoch_Hud] Index = 400, Base Name = Club, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.175] [LastEpoch_Hud] Index = 401, Base Name = Club, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.175] [LastEpoch_Hud] Index = 402, Base Name = Club, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.175] [LastEpoch_Hud] Index = 403, Base Name = Club, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.175] [LastEpoch_Hud] Index = 404, Base Name = Club, Type = ONE_HANDED_MACES, Classe Req = Rogue
[23:18:38.175] [LastEpoch_Hud] Index = 405, Base Name = Club, Type = ONE_HANDED_MACES, Classe Req = Sentinel
[23:18:38.175] [LastEpoch_Hud] Index = 406, Base Name = Iron Hammer, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.175] [LastEpoch_Hud] Index = 407, Base Name = Iron Hammer, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.175] [LastEpoch_Hud] Index = 408, Base Name = Iron Hammer, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.175] [LastEpoch_Hud] Index = 409, Base Name = Iron Hammer, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.175] [LastEpoch_Hud] Index = 410, Base Name = Iron Hammer, Type = ONE_HANDED_MACES, Classe Req = Rogue
[23:18:38.175] [LastEpoch_Hud] Index = 411, Base Name = Iron Hammer, Type = ONE_HANDED_MACES, Classe Req = Sentinel
[23:18:38.175] [LastEpoch_Hud] Index = 412, Base Name = Flanged Mace, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.175] [LastEpoch_Hud] Index = 413, Base Name = Flanged Mace, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.175] [LastEpoch_Hud] Index = 414, Base Name = Flanged Mace, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.175] [LastEpoch_Hud] Index = 415, Base Name = Flanged Mace, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.175] [LastEpoch_Hud] Index = 416, Base Name = Flanged Mace, Type = ONE_HANDED_MACES, Classe Req = Rogue
